text,user,location
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",uzubell319,
RT @the_hindu: The #SupremeCourt dismissed a petition filed by a former Director-General of Police of #UttarPradesh to quash FIRs registere…,baldev_bahl,"New Delhi, Delhi , India"
RT @ArianaGrande: the national domestic workers alliance coronavirus care fund provides emergency assistance for qualifying home care worke…,itsstarariana,ǝʌɐ uooɯʎǝuoɥ
"RT @ellymelly: The People's Republic of Victoria under Dictator Dan... They learned how to 'save face' from #China.

#CedarMeats #auspol #p…",TenezLeDroit,Australia
.@TomFriedman - Another professed #science-phile who thinks science is unanimous on the #CCPVirus.  And is regularly unanimous on phenomena this new:  https://t.co/U3ps6iucIQ #WuhanVirus #CoronavirusUSA #Covid_19,AlanTonelson,"Riverdale Park, MD "
RT @htTweets: PM Modi chaired a meeting of the task force on #coronavirus vaccine development and took a detailed review of the current sta…,Mr_Pulkit_,"Uttar Pradesh, India"
"@Inevitable_ET faulty tests?!?! They wouldn’t be able to prove even 1 death from covid-19... 

https://t.co/YvcNNiZGfP",domesticnotions,Pacific Northwest 
"RT @RealCandaceO: Things that were consider “conspiracy theories” a month ago, that are now verified facts. 

1) People that were never tes…",Patrici38381442,
"To keep our patients and team members safe, no visitors, with few exceptions, will be allowed until further notice. This is a proactive measure to reduce the spread of COVID-19. Click here to learn more: https://t.co/6zW9ERB0rA https://t.co/nSO4iNSC3M",Aurora_Health,"Milwaukee, WI"
Robin Grubbs worked as a case manager at the Atlanta Federal Penitentiary. She testing positive for coronavirus despite her repeated requests that she be moved. Robin died on April 14. She was 39.  https://t.co/KH7z2Sz6RG https://t.co/u7bMYKQhWS,defendernetwork,"Houston, TX"
#Coronavirus and Admissions Exams: Test Prep Tips from @IvyWise Master #Tutor Joey: https://t.co/d2UEVcNpEP,drkatcohen,"New York, NY"
RT @SenWarren: At least 81 Worcester Walmart employees have COVID-19. Now at least 10 Walmart employees in Quincy have COVID-19 too &amp; one w…,historyofjess,"Chicago, IL"
Coronavirus: Trump does not wear Covid-19 mask at Honeywell tour https://t.co/p1efSbyQlc,LeeNewm54827225,New York
"RT @File411: Called out for tripling price of potential drug for Covid patients, company says increase planned for months 

https://t.co/CC…",aurora_phlox,The Oort Cloud
Fermilab physicists go outside comfort zone to help design low-cost ventilator to fight COVID-19 https://t.co/oonBZ64Q54,BeaconNews,"Aurora, IL"
"RT @KenRoth: Chinese authorities claim ""zero tolerance"" for discrimination, but what they are doing to Africans in Guangzhou--China's large…",rk70534,Finland
"The number of deaths did not increase Tuesday, with the county currently tallying 19 fatalities. https://t.co/UPe1LsZsBj",vcstar,"Ventura County, CA"
"Kentucky Governor Failed to Exempt ‘Soul-Sustaining’ Services from Coronavirus Restrictions, Court Says https://t.co/OAd8Fc6266 https://t.co/srh93GPmu7",lawcrimenews,"Manhattan, NY"
RT @KenRoth: The coronavirus pandemic was an opportunity for the Hong Kong government to rededicate itself to serving the Hong Kong people.…,TeresaW17993222,
RT @JeffereyJaxen: Ethics and vaccine science has a long history of repugnant opposition...with Covid vaccine why should it be different ht…,DmCrazmatic,"New Jersey, USA"
RT @guardian: Final photo of dying woman shared as 'wake up' call over Covid-19 https://t.co/giIk5U5Qhz,LaurieSkrivan,"St. Louis, MO"
RT @AMErikaNGIRLLL: Coronavirus In Pittsburgh: Researcher Killed In Apparent Murder-Suicide Was Close To ‘Making Very Significant Findings’…,Holli38278507,
"How this city contained its second wave of Covid-19 #Asia #HongKing #CoronavirusPandemic

https://t.co/9IGdEE27Ux",WilsonShilo,Australia
"""If the coronavirus shock ends in the next few months, the Fed might succeed in quickly unwinding its balance sheet""

What record of success does the Fed have with unwinding its balance sheet?

https://t.co/X6uJjQFHWP",RevSnow67,
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,artytrace,
via @NYTimes The same God you worship has sent Corona virus to rid planet of unwanted people. Follow rules if you don’t want join list of unwanted.This problem with all orthodox religions.India had mullahs making people easy prey to Covid 19. https://t.co/vfdCkM4eyk,biharilal,Noida
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",ebayjick,Arizona
RT @SenWarren: At least 81 Worcester Walmart employees have COVID-19. Now at least 10 Walmart employees in Quincy have COVID-19 too &amp; one w…,gemssim,USA
"RT @JPLuisi1: “Globalization means cutting man off from his roots, from his religion, from his culture, history, customs &amp; ancestors. He be…",beautifulwood,"Toronto, Ontario CANADA"
"RT @frontlinepbs: As COVID-19 ran rampant through the adult care facility, family members struggled to learn the truth of what was happenin…",Masky_Jay_Hoody,
"COVID-19 CORONAVIRUS PANDEMIC

Last updated: May 06, 2020, 01:41 GMT

Coronavirus Cases:

3,726,704

Deaths:

258,295

Recovered:

1,241,924",Worldthink3,
"RT @WSJ: “Brazil is already the global epicenter of the coronavirus."" One study concludes the country might have more Covid-19 cases than t…",thur_touya,Emerald City
AI is connecting the dots from data collected globally by diverse teams w hypos and draws conclusions then recommendation for experiments &amp; now Vaccine that would otherwise be too hard to find&amp;confirm in the Data Ocean of COVID-19. Digitize IT. #Atos #AI  https://t.co/lhrgVZtkqz,mickeyzandi,"Atlanta, GA"
#globalbuzz An Amazon worker at a warehouse in New York where employees called for greater coronavirus safety measures has died of #COVID-19 - Amazon spokesperson Lisa Levandowski https://t.co/9w3yxfyDob,bernamaradio,Kuala Lumpur
"RT @OliverStuenkel: Nicaragua’s leader is as dismissive of Covid‑19 as his Brazilian counterpart Jair Bolsonaro, but with death tolls risin…",LeoStanley963,"Buenos Aires, Argentina"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",MamaTiger18,
"RT @HashemGhaili: #Coronavirus Updates (5 May, 2020)

- Antibody: https://t.co/DSL5TjOV8M 
- Vaccine (1): https://t.co/efRqPfM9iH 
- Vaccin…",pourkarim1,"Shiraz,Belgium"
"RT @FluTrackers: Canada: Total country Covid-19: 62,046 cases and 4,043 deaths https://t.co/UzPWg6gFxD h/t Shiloh #coronavirus",spookybun,"Vancouver, British Columbia"
"RT @ABC7: #LIVE Mayor Garcetti announces new initiative LA Represents, a coalition of lawyers providing free legal assistance for those aff…",soapdemon34,
"RT @ABC: U.S. death toll from COVID-19 passes 70,000 as a coronavirus model now forecasts nearly 135,000 people will die in the country by…",cborgione,Los Angeles 
RT @PhilstarNews: The closure of television giant ABS-CBN Corp. will not only displace thousands of workers but will also “cost lives” as t…,ChlodAlejandro,internet
"RT @mmpadellan: With 71,000 dead from coronavirus, inadequate testing and supplies, it seems a bad idea to rush to reopen the country.

How…",Rambo4201980,United States
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",Matt_Stefon,North of Boston
RT @market_forces: No surprises that fossil fuel free super funds have weathered the coronavirus storm better than others. So what exactly…,hocking_c,"Melbourne, Australia"
RT @bitcoinconnect: Life after coronavirus: Ready to travel as soon as it's safe? So is everyone else Get You Mask and Covers Here! ==&gt; htt…,NaattuVarthakal,കേരളം
"RT @dannowicki: NEW: ""State health department tells university COVID-19 modeling team to stop work, limits data access."" (via @rachelleinga…",catikins9,"Arizona, USA"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",holybullies,"columbia, sc"
"RT @maddow: ""When the final data is in, nursing homes will probably account for about half of all of the COVID-19 deaths in every state, as…",mjohnso27,
"RT @MaddowBlog: ""More than 1,600 workers at four Iowa meatpacking plants have been infected with the coronavirus, state health officials re…",NinaRezhets,L.A. California
"RT @scotgov: As of 2pm today, 63,311 people in Scotland have been tested for #coronavirus

50,874 confirmed negative
12,437 positive

1,620…",mickmca32,Co Armagh
Life after coronavirus: Ready to travel as soon as it's safe? So is everyone else Get You Mask and Covers Here! ==&gt; https://t.co/JlBBa05rEm #COVID__19 #covid19 #n95 #mask #coronavirus #trump#DeltaAirLines #AmericanAirlines #UnitedAirlines #airlines https://t.co/9aGQrKjBU4,bitcoinconnect,
"RT @DrJacobsRad: Trudeau pledges $850,000,000 to the UN's WHO.

Ladies and gentlemen, may I present to you the most expensive UN Security C…",lucky348,"Ontario, Canada"
RT @thespinsterymc: Goddammit. This is a workplace death.  https://t.co/M47rBzZbiF,EPBeaumont,outside the Utopian Embassy
RT @RedTRaccoon: Trump does not wear coronavirus mask at Honeywell factory that makes masks https://t.co/YfdkugH61f,creativa2806,
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,am0ser,
"RT @WSJ: “Brazil is already the global epicenter of the coronavirus."" One study concludes the country might have more Covid-19 cases than t…",mulherdiiaba,venus in furs
"RT @TonyFratto: Covid-19 has plowed into Brazil, adding more than 5,000 infections a day. Some experts think the developing-world giant mig…",Kingbarbatos1,México
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,Sally28168579,
RT @FlatSmacker: Sooo... The CDC just admitted that a whole whopping 0.01% has actually died from COVID-19. Our odds of survival right now…,RealEyes005,"Red Earth 29, Saskatchewan"
"RT @KenRoth: Kenyan police and senior state officials have been intimidating, threatening, and physically attacking journalists who report…",rk70534,Finland
RT @RandPaul: Modern medicine shows us that immunity is based on having antibodies. Why do they think medicine is trying so hard to get a c…,The_Rob_Cat,
"RT @mymodernmet: Illustrator Mauro Gatti, fed up with bad news, decided to share uplifting news that have come out of COVID-19. https://t.c…",azulceruleo,Somewhere in Utolands
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",deathtocrazy,"wooster,ohio"
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",bulldoghill,"Heath, TX"
"PM Modi chaired a meeting of the task force on #coronavirus vaccine development and took a detailed review of the current status of India’s steady efforts in vaccine development

https://t.co/fr1TKJw6IW",htTweets,India
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",Marge38211,Michigan
"RT @WSJ: “Brazil is already the global epicenter of the coronavirus."" One study concludes the country might have more Covid-19 cases than t…",Kingbarbatos1,México
"RT @KenRoth: It is no way to fight the coronavirus for the Bangladesh government to send Rohingya boat people to a dangerous, flood-prone i…",rk70534,Finland
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",Sjaakjacob1234,
RT @SenWarren: At least 81 Worcester Walmart employees have COVID-19. Now at least 10 Walmart employees in Quincy have COVID-19 too &amp; one w…,LolaPocky,NYC
RT @evankirstel: Antibody that prevents the COVID-19 virus from infecting living cells is identified by scientists - in a major step toward…,SCacho_Elizondo,Mexico / France
"RT @cyrus_rising: NY Governor Cuomo is guilty of attempted mass murder. He ordered Covid positive people INTO nursing homes!

There's only…",2_TPGReport,
"according to NYT May 5, 2020 ""Prime Minister Shinzo Abe is pushing a Japanese-made drug, Avigan, as a coronavirus treatment, but there is no solid evidence that the medication is actually effective against Covid-19."" https://t.co/1muJUbuQAy",jfkrbj,日本国東京都
"RT @elenochle: Well what do we have here?
Would explain why fruit and goats are testing positive...
https://t.co/rudxuJGEPT https://t.co/Us…",Lady_Patriot88,
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",ChimaThe_GOAT,
"RT @cliffordlevy: NEW: Children are falling ill with a baffling ailment related to Covid-19
https://t.co/4CnQnNzmt7",FakerDRA,
"RT @GregAbbott_TX: Open Texas continues as Hair and Nail Salons can open on May 8 and Gyms can open on May 18. 

That and more announced to…",Harrietdavid71,CO
"RT @cjciaramella: A “courtesy” it did not extend to the women who was sent to federal prison while in her third trimester of pregnancy, and…",dewill90,
"RT @ABC: Pres. Trump tells @ABC News' @DavidMuir ""it's possible there will be some"" deaths as states ease coronavirus restrictions, acknowl…",2idder,
"RT @4AllSoulKind: So here, USA Today is trashing @Jordan_Sather_ , for claiming the Pirbright Institute is connected to the BMGF.
👉https://…",11luv777,"Colorado, USA"
RT @NZStuff: Coronavirus: Student from Marist College cluster tests positive for Covid-19 https://t.co/ni8KoSHbG1,ebikaoringo,ぬ本→ペナン→NZ
RT @RollingStone: COVID-19 Is Traumatizing All of Us. How Will We Cope After It’s Over? https://t.co/chKCO4kQYV,JeffreyMeursing,Amsterdam 
RT @TODAYshow: 15 kids hospitalized with mysterious illness possibly tied to COVID-19 https://t.co/Tk55PkZOnM,CurlyNature,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",eyeofthegoddess,DemCastMD
"RT @indiatvnews: Mutant coronavirus has emerged and it's more dangerous, says study | via @IndiaTVNews https://t.co/RyIhlnh2db",RealAlokAwasthi,earth 
"RT @mmpadellan: With 71,000 dead from coronavirus, inadequate testing and supplies, it seems a bad idea to rush to reopen the country.

How…",CharlotteRawl12,"Carmichael, CA"
"RT @findadomain: Domain for sale: https://t.co/X792h9jkGo
DM all offers

#treatment #COVID19 #Covid_19 #coronavirus #medicine
#domainsforsa…",findadomain,USA
"Tuesday South Heartland District Health Department officials reported a sixth coronavirus disease (COVID-19) related death of a South Heartland resident, an Adams County man in his 60s with underlying medical conditions. https://t.co/GcI8BP3nRa",KSNBLocal4,Central Nebraska
RT @business: Doctors around the world are noting a raft of blood clotting disorders related to Covid-19 -- from benign skin lesions on the…,KemiInyang,Here and there.
"RT @ChannelNewsAsia: Disney takes US$1.4b hit from coronavirus as parks, theatres close https://t.co/nvgTzXd3JL https://t.co/hmqrgR3NNM",GomathiRaghava4,
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,Rosenchild,"Brooklyn, NY"
"RT @KenRoth: The Chinese government has long silenced victims' families: 
&gt;After the 2008 earthquake in Sichuan Province killed 69,000.
&gt;Fo…",rk70534,Finland
RT @SenWarren: At least 81 Worcester Walmart employees have COVID-19. Now at least 10 Walmart employees in Quincy have COVID-19 too &amp; one w…,Stewar1W,"Iowa, USA"
COVID-19 and the long road to herd immunity https://t.co/7lGoPbikqt vía @HubJHU,marthalopez87,
"RT @DanPriceSeattle: ""your paycheck or your life""

3 Amazon warehouse workers have now died of covid. They don't get paid sick time &amp; have…",Marion617517273,"Nevada, USA"
RT @joelockhart: Trump displays all his mental flaws in an interview with the NY Post.  Calls the success of the response to Covid-19 can b…,floruva,
RT @CTV_AvisFavaro: Man who ignored signs of #heartattack for 2 weeks because he was afraid to catch #COVID19 shares warning | CTV News ⁦@L…,TorontoLegal,"Toronto, ON"
"RT @WSJ: Covid-19 is taking workplace surveillance to a higher level, with some employers planning to track movements and gather personal i…",tetsuro_999,
"RT @YuriHiranuma: ""Trump does not wear coronavirus mask at Honeywell factory that makes masks"" https://t.co/4291OltKYb",axbxcxrr,日本 東京
"RT @ABC: The demand for nursing home staff has never been higher—but with COVID-19, industry officials admit ""you're asking them to run int…",MorganDavii,"Atlanta, GA"
RT @unicefchief: #HandHygiene Day is a reminder that we need to redouble our efforts to provide every child with soap and clean water. In t…,OVIWCE,Nigeria
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",HalpernSydney,"Chicago, IL"
RT @RollingStone: COVID-19 Is Traumatizing All of Us. How Will We Cope After It’s Over? https://t.co/chKCO4kQYV,Stephyg124,Milwaukee
"Nearly 50 Million Americans Have Credit Card Limits Cut, Cards Closed https://t.co/0POZlUIPuo",Flightwoman,"New York, US"
"RT @HillaryClinton: Upwards of 1,700 Americans are dying every day from COVID-19. 

That number could rise to 3,000 a day by June 1. 

We c…",ground_uncommon,United States
"RT @PNS_News: Thieves are taking advantage of the COVID-19 pandemic in a number of ways, such as claiming to have a vaccine for the virus o…",clairevie1,
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,renbri13542,
Trump’s latest coronavirus spin unmasks his extreme narcissism Get You Mask and Covers Here! https://t.co/JlBBa05rEm #COVID__19 #covid19 #n95 #mask #coronavirus #trump #DeltaAirLines #AmericanAirlines #UnitedAirlines #airlines https://t.co/cmriqRJodl,bitcoinconnect,
"RT @msdh: Today MSDH is reporting 330 new cases of COVID-19 in Mississippi, with 32 new deaths. The total of #coronavirus cases since March…",AustinLouis5,"Cambridge,Oh"
RT @picardonhealth: There's one action that could have (and still can) dramatically slash #coronavirus deaths - start (really) caring about…,helene_sabourin,"Ottawa, Ontario"
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,Lawgirl318,
"RT @WSJ: “Brazil is already the global epicenter of the coronavirus."" One study concludes the country might have more Covid-19 cases than t…",moreno_suhail,Miami FL
RT @JemilahMahmood: Kudos @KKMPutrajaya @DGHisham 4leadership. All frontliners &amp; backliners who continually worked to protect Malaysia. Tha…,aliff_ifzan,Malaysia
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,LoisLan36644666,
RT @RandPaul: Modern medicine shows us that immunity is based on having antibodies. Why do they think medicine is trying so hard to get a c…,72_442guy,"Albuquerque, NM"
"RT @sandyaschneider: BREAKING: Tomorrow at 9AM EST, Project Veritas will release a new Insider video featuring how the major national media…",mydragonass,"Twin Falls, ID"
RT @KenRoth: The coronavirus pandemic was an opportunity for the Hong Kong government to rededicate itself to serving the Hong Kong people.…,rk70534,Finland
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",ramedawg,"Baltimore, MD"
"RT @TPPatriots: ICYMI: Rep. @MattGaetz just exposed a growing threat to our national security, in the form of a modern-day ""Trojan horse.""…",FergOSU,OH-NY-NJ-PA
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",HumbertoZamoraR,"La Paz, BCS"
"Wait, wut? Why?  https://t.co/jBmemrRlts",MollyJongFast,
"RT @mvmeet: Due to Smriti Irani's hard work, Amethi had ZERO coronavirus cases

But days back, Priyanka Vadra illegally moved 72 migrant wo…",Pradeep40597027,"महाराष्ट्र, भारत."
"RT @BCorporation: As we all continue to weather the #coronavirus pandemic, Chad Farrell of #BCorp @EncoreRenewable reflects on the importan…",rayjmond1973,"Richmond Hill, Ontario"
"RT @ReviewReligions: Special Interview with Ahmad Salam, Founding Director of Islam Bank of Britain: Capitalism, Global Crisis, and the Mor…",mkaindia200,भारत India  بھارت 
"RT @ShellyResists: SF study finds 90% of people with COVID-19 are essential workers
 https://t.co/l4XIDjqYZL",LoreyJeanene,Pacific Northwest
RT @LiterateLiberal: Let's get this right: Three doctors who stood up to ex-KGB colonel Vladimir Putin over COVID-19 accidentally fell out…,KathleenWoodw17,
RT @KaamilAhmed: Malaysia’s mass arrests of migrants and refugees follow a xenophobic hate campaign against Rohingya refugees that has them…,CheemunNg,
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,KarenDaves94,"Georgia, USA"
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",Mr_E_Corcoran,"New Orleans, LA"
"RT @KariLakeFox10: Turkey has the biggest CV outbreak in the Middle East, but relatively few deaths. 
Their coronavirus response that spare…",badov49,By the Sea
"RT @alondra: ‘We Are Not Essential. We Are Sacrificial.’
I’m a New York City subway conductor. At least 98 of my co-workers have died of Co…",ObserverPa,
RT @FOXLA: JOIN THE CONVERSATION: Dr. Drew joins us again as we dispel the rumors and give you the facts about the coronavirus. Also joinin…,thathollybaird,Above the fold
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,DavidSnodderly,"Oregon, USA"
The #COVIDー19 pandemic threatens to put more girls at risk. It is now more important than ever to address the root causes of #ChildMarriage: poverty &amp; harmful gender norms. https://t.co/1323YTcIEb,rainer_ebert,"Texas, USA"
"One person, a staff member, has tested positive for COVID-19 at the Jacksonville Correctional Center, according to the Illinois Department of Corrections. https://t.co/Jts10NZ2B5",KHQA,"Quincy, IL"
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,BamaNanaTam,
"Illustrator Mauro Gatti, fed up with bad news, decided to share uplifting news that have come out of COVID-19. https://t.co/fAKfSPCi22 https://t.co/AOzUEd19Hu",mymodernmet,
"RT @otvnews: #Odisha Reports Second #COVID19 Death; Positive Cases Stand At 177

Follow Live Updates: https://t.co/Ue9ya52xAb

#Covid_19 ht…",HariharaChand,
"@Fumblemore10 @hivewife @CNNPolitics 70,646+ deaths, 2,000,000+ cases in America. trump is disbanding the coronavirus task force, Covid -19 not even on the Senate agenda, 3000 deaths a day by June, It's May 5th, and President Trump still doesn’t have an adequate national testing strategy. https://t.co/WuuqWFMeYi",DixieScott,
"RT @Gatorau: If this asshat had taken action when action was needed, there wouldn't be a projected 3k deaths a day by June. Every bit of bl…",MelAnalyst,Australia
Fermilab physicists go outside comfort zone to help design low-cost ventilator to fight COVID-19 https://t.co/NdpcScTp4W,ChicagoBreaking,Chicago
RT @ttocs35: Leaked Western intel dossier reveals how China deceived the world about coronavirus.  This pandemic is China's fault &amp; only Ch…,TombstoneJosie,Tombstone 
RT @theheraldsun: There are fears that officials could have spread COVID-19 between abattoirs after inspecting the Melbourne meatworks wher…,RobertCettl,
"RT @RepMattGaetz: MUST-READ: ""'A Trojan Horse Operation': Matt Gaetz Warns Tucker Carlson About Chinese Drones Spying On Americans""

(via @…",CheriCn,"Pensacola, FL"
RT @otvnews: The fresh #COVID19 death in #Odisha reported from Khurda district. The State had reported its first COVID-19 fatality on April…,HariharaChand,
"RT @mmpadellan: With 71,000 dead from coronavirus, inadequate testing and supplies, it seems a bad idea to rush to reopen the country.

How…",austintemple24,"North Carolina, USA"
RT @ABC7News: A vaccine to fight against the deadly new coronavirus is being injected into volunteers at the University of Maryland School…,amyelu94,"Superior, Colorado"
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",Flblueskies,"Tampa Bay, Florida"
"RT @SenWarren: To prepare for new COVID-19 cases &amp; safely reopen our economy, we need widespread testing, contact tracing, &amp; a vaccine. Wha…",scarletspyder,somewhere down the crazy river
RT @RandPaul: Modern medicine shows us that immunity is based on having antibodies. Why do they think medicine is trying so hard to get a c…,CVM1776,United States
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",antstaffspeaks,"Los Angeles, CA"
RT @BMHayward: Hamish Rennie of Lincoln university raises the prospect that the changes to the RMA could see us lurch back to the 1970s thi…,jukic_d,"Auckland Region, New Zealand"
"RT @lbarronlopez: NEW: A new study shows just how badly black people have been hit by Covid-19 nationally 

52% of cases and 58% of Covid-1…",nyquil_jones,DM[V]
"RT @WTFJHT: 1/ The CDC projects that by June 1, the coronavirus death toll in the U.S. will reach about 3,000 daily deaths – nearly double…",jackjashua,elsewhere
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",econobrasil,"Porto Alegre, Brasil"
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,vadgro69,
"RT @AuforGA: ""In recent weeks, a mysterious new syndrome has cropped up among children in Long Island, New York City and other hot spots ar…",nudlesoop,
"There are 441 Confirmed Cases of COVID-19 in Morristown
https://t.co/dHFzJXsaYS",MorristownTAP,"Morristown, New Jersey"
"📢 BIG STORY 1 📢

Cries to reopen Oregon highlight tension in the Constitution between liberty and democracy. ""Reopen"" protesters put their liberty before democracy. But for the majority of Oregonians democracy comes first. https://t.co/KrQVq0XHXP",OPB,Oregon
"RT @alondra: ‘We Are Not Essential. We Are Sacrificial.’
I’m a New York City subway conductor. At least 98 of my co-workers have died of Co…",HeyHeyitsLezJ,Hell
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",john_pascone,"Dallas, TX"
"RT @Scotttrader80: $DECN$$$ Max Minute: Diabetes Company's Affordable, Fast Coronavirus Test May Be Key To Reopening Businesses https://t.c…",Rosaroonie,Venus
"RT @WSJ: “Brazil is already the global epicenter of the coronavirus."" One study concludes the country might have more Covid-19 cases than t…",irisrioka,"New Jersey, USA"
RT @ABC7NY: Coronavirus News: Daughter happy to kiss mother again after COVID-19 recovery https://t.co/5WX9tZB7ry https://t.co/3OaRqIcrAW,Cleavon09899465,"Kansas City, MO"
"RT @BremainInSpain: It’s official - UK now has highest #coronavirus death toll in #Europe 

A tragedy, and a big slap in the face to those…",GirlyswotFbpe,"London, England"
"RT @hoplog: Beer is a stay-at-home staple. Please, keep buying from your local craft brewer - the smaller the better. Most will deliver, or…",Hubert_Lindsay,"Victoria, Canada"
New York reports 15 cases of rare illness in children possibly linked to Covid-19 https://t.co/EkFgprbhfg,MarieCo92176893,Canberra
COVID-19: B.C. will study causes of 'excess deaths' that were not directly blamed on coronavirus https://t.co/N7KedPjDzD,TheMovieProjec1,The Island
"RT @TeamPelosi: As the death toll from the President’s erratic #coronavirus response continues to mount, he and Republicans are doubling do…",RebeccaResistor,"Oregon, USA"
"Coronavirus quickly spread around the world starting late last year, new genetic analysis shows
https://t.co/OcfFsAImuz 
To some people who say that they’ve already had COVID-19, you may be right.",NoraKifarkis,looking for my chapatick
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,twiladang,Where the BLACKFAMOUS dwell
RT @piersmorgan: Professor Ferguson's excuse is he thought he was immune from COVID-19 after having it - despite there being zero scientifi…,flashboy_gordon,
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,Sole4My,"Burlington, VT"
RT @tedcruz: Horrifying. US intel confirms the Chinese Communist Party knew at the highest levels the #CoronavirusOutbreak would turn into…,dan_hauer,
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",CoachCzy,"San Diego, CA"
"@NUPOWR1 @LisaMarieBoothe https://t.co/N5bfoLXdQn

""The virus is now known as the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The disease it causes is called coronavirus disease 2019 (COVID-19)""",Willis_Too,Colorado
"RT @kennethafisher: The FDA approved Roche’s coronavirus antibody test, a move that could add significant capacity to efforts to determine…",duanekloeppleGK,
"RT @LondonBreed: We're making free COVID-19 testing available for everyone who is going in to work, regardless of whether they have symptom…",lizmbd2,maine
"RT @laxsipriya: Five more COVID-19 infected patient reported, increasing the total cases to 760.

#COVID19 #coronavirus #CoronavirusOutbrea…",sumanebot,Sri Lanka
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,dwellyman,In the Bag
RT @DrIanWeissman: Inside a first-of-its-kind coronavirus vaccine trial. Researchers have started clinical trials on a never-before-tried g…,betuliochacin,"Maracaibo, Venezuela"
RT @TODAYshow: 15 kids hospitalized with mysterious illness possibly tied to COVID-19 https://t.co/Tk55PkZOnM,amyelu94,"Superior, Colorado"
"RT @HillBeverlyhill: Trump's staff cuts have undermined Covid-19 containment efforts, watchdog finds | Trump administration | The Guardian…",dianeraucher,"Henderson, NV"
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",dale_vest_wvu,
"RT @TheRickyDavila: The KKK White House Coronavirus Task Force was doomed from the start with Mike Pence, Jared Kushner, Steven Mnuchin, Cr…",hsmcnp,
RT @DrPieterPeach: NYC City Health Dept publishes its own bulletin on paediatric multi-system inflammatory syndrome that may correlate with…,comebychance,
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,scross1141,"Waldorf, MD"
"RT @WSJ: “Brazil is already the global epicenter of the coronavirus."" One study concludes the country might have more Covid-19 cases than t…",cesarmoretzsohn,
